iter	RMSE
318	0.2818467623
319	0.2815363146
320	0.2813775375
321	0.281274128
322	0.2811205699
323	0.2810120635
324	0.2807854411
325	0.2804095689
326	0.2803290522
327	0.28020037
328	0.2798289695
329	0.279523786
330	0.2793652738
331	0.2793226111
332	0.279121067
333	0.2788935968
334	0.2786175987
335	0.2784649653
336	0.2781213767
337	0.2777289419
338	0.277630752
339	0.2776112837
340	0.2773001457
341	0.2771546487
342	0.277087173
343	0.2767536446
344	0.2764308464
345	0.2761825871
346	0.2760431799
347	0.2756057232
348	0.275277385
349	0.2751572874
350	0.2751188791
351	0.274994996
352	0.2748981568
353	0.2748628803
354	0.2745586498
355	0.2744844433
356	0.2740256268
357	0.2737423917
358	0.2734341878
359	0.2732607281
360	0.2729854977
361	0.2726808516
362	0.272483092
363	0.2724226127
364	0.2723427565
365	0.2720278289
366	0.271922538
367	0.2716853021
368	0.2714104583
369	0.2711463734
370	0.2709778015
371	0.2708471199
372	0.2706310641
373	0.270612957
374	0.2705606623
375	0.2704669178
376	0.2701747717
377	0.2700007788
378	0.2696217481
379	0.2695381613
380	0.2692579535
381	0.2688477463
382	0.2687074559
383	0.2686948294
384	0.2685333348
385	0.2681074919
386	0.2680465535
387	0.2679206949
388	0.2677931016
389	0.2676759692
390	0.2674986851
391	0.2672109606
392	0.2671492807
393	0.2671361767
394	0.2666074862
395	0.266362817
396	0.2659633308
397	0.2657047282
398	0.2656134872
399	0.2653700129
400	0.2650672601
401	0.2647930811
402	0.2644064927
403	0.2641043784
404	0.2639695368
405	0.2637182522
406	0.2634348133
407	0.2630175108
408	0.2629483873
409	0.2628410712
410	0.2626919886
411	0.2625699824
412	0.2622180086
413	0.261852057
414	0.2616852658
415	0.2613429761
416	0.2612779125
417	0.2610302137
418	0.260889007
419	0.2607394431
420	0.2601793296
421	0.259903839
422	0.2595715787
423	0.2591568018
424	0.2588879983
425	0.2587431644
426	0.2586197492
427	0.2585428075
428	0.2581535152
429	0.2580042399
430	0.2577947158
431	0.2575616738
432	0.2574329873
433	0.2572551943
434	0.2569457765
435	0.2567080323
436	0.2566227685
437	0.2564920647
438	0.256145465
439	0.2559417829
440	0.2558414497
441	0.2557627053
442	0.2556369767
443	0.2553819963
444	0.2552462491
445	0.2551189602
446	0.2548697684
447	0.2546593774
448	0.2544286673
449	0.2543394932
450	0.2542839462
451	0.2539934789
452	0.2536985536
453	0.253402918
454	0.253291372
455	0.2531355851
456	0.25273344
457	0.2527203155
458	0.2523499497
459	0.2522209049
460	0.2519334036
461	0.2518518033
462	0.2517642605
463	0.2514094418
464	0.2512744147
465	0.2512624078
466	0.2511950821
467	0.2510535462
468	0.2507689834
469	0.2505346262
470	0.2504197047
471	0.2503505709
472	0.2500158336
473	0.2498884522
474	0.2495271664
475	0.2494195629
476	0.249390454
477	0.2490338117
478	0.2488235523
479	0.2487597698
480	0.2486414078
481	0.2485820373
482	0.2483821556
483	0.2481761567
484	0.2480991698
485	0.2477210868
486	0.2475260492
487	0.2473215988
488	0.2469800976
489	0.2466812576
490	0.2464491627
491	0.2461551213
492	0.2459054144
493	0.2454379714
494	0.2451579303
495	0.2449694237
496	0.2448654714
497	0.2448558153
498	0.244598997
499	0.2444929223
500	0.2442776038
501	0.2439297475
502	0.2437946274
503	0.2437672829
504	0.2434387608
505	0.2433895507
506	0.2432432278
507	0.2429312228
508	0.2428519917
509	0.2426844769
510	0.2425602713
511	0.2422973521
512	0.2421047031
513	0.2418715825
514	0.2417282743
515	0.2416779588
516	0.2415941486
517	0.2415232937
518	0.2412115654
519	0.241133524
520	0.2409310599
521	0.2406233802
522	0.2405679892
523	0.2404033953
524	0.2402354022
525	0.2401384155
526	0.2399263218
527	0.2398905751
528	0.2396019788
529	0.2395289924
530	0.2394080199
531	0.2393400879
532	0.2390701407
533	0.2390038355
534	0.2387870801
535	0.2385588063
536	0.2385188118
537	0.2384534258
538	0.2381765137
539	0.2378707915
540	0.2375941736
541	0.2374540497
542	0.2373855097
543	0.2370554039
544	0.2368362389
545	0.2367661426
546	0.2366037277
547	0.2365162459
548	0.2363737463
549	0.2360523208
550	0.2359660354
551	0.235710335
552	0.2353834113
553	0.2351684522
554	0.2348732128
555	0.2346840358
556	0.2346404426
557	0.2343542691
558	0.2341046919
559	0.2339898154
560	0.2335889719
561	0.2333792667
562	0.233314807
563	0.2332124585
564	0.2330309247
565	0.2329698998
566	0.232778015
567	0.2327704286
568	0.2325239453
569	0.2320761388
570	0.2318451096
571	0.2317918377
572	0.2315523803
573	0.2314990589
574	0.2312493395
575	0.2311562592
576	0.2309810261
577	0.2308086658
578	0.2305808067
579	0.2303660564
580	0.2302834319
581	0.2301433566
582	0.2299805564
583	0.2298232629
584	0.2295854839
585	0.2292657887
586	0.2292171258
587	0.2289949585
588	0.2287081134
589	0.2283447798
590	0.2282873389
591	0.2282452557
592	0.2280747005
593	0.2279329366
594	0.2276359459
595	0.2276079907
596	0.2273736514
597	0.2271624438
598	0.2269261269
599	0.226749158
600	0.2265201039
601	0.2262659926
602	0.2260771325
603	0.2259007934
604	0.2257799977
605	0.2255743919
606	0.2253530689
607	0.225257988
608	0.2250594409
609	0.2248103652
610	0.2247269556
611	0.2246197338
612	0.2244503569
613	0.2242051262
614	0.2241569166
615	0.2239243033
616	0.2237837913
617	0.2235517608
618	0.2234498249
619	0.2234004422
620	0.2233356325
621	0.2232040503
622	0.2228742578
623	0.2228268315
624	0.2227982971
625	0.222656979
626	0.2223984682
627	0.2223575418
628	0.2222397104
629	0.2220807088
630	0.221868822
631	0.221690384
632	0.2214783844
633	0.2212971223
634	0.2210610583
635	0.2209469679
636	0.2208102099
637	0.2206028464
638	0.2203469802
639	0.2202886241
640	0.2199989889
641	0.2197912937
642	0.2196505901
643	0.2196147042
644	0.2195012003
645	0.2192808821
646	0.2191945751
647	0.2189629507
648	0.2188540144
649	0.2187940956
650	0.2187355107
651	0.218457453
652	0.2184333559
653	0.2183678067
654	0.2183123376
655	0.2182891161
656	0.2181259512
657	0.217895086
658	0.2177630463
659	0.2176767008
660	0.2175100277
661	0.217370206
662	0.2172552997
663	0.2169968413
664	0.2169429782
665	0.216786053
666	0.2166853955
667	0.2165758809
668	0.2165468388
669	0.2163800812
670	0.2162516597
671	0.2160769534
672	0.2160203354
673	0.2157247618
674	0.2156394914
675	0.2153949331
676	0.2153286716
677	0.2152974109
678	0.2151773471
679	0.2150348951
680	0.2147655477
681	0.2146026929
682	0.2144152572
683	0.2143137636
684	0.2141512786
685	0.2140397265
686	0.2137836605
687	0.2136941709
688	0.2136625298
689	0.2133396212
690	0.2132474532
691	0.2129958504
692	0.2128950717
693	0.2126419439
694	0.2125074805
695	0.2123766421
696	0.2122701025
697	0.212238012
698	0.2121563897
699	0.2121173819
700	0.2118939954
701	0.2117968144
702	0.2117653925
703	0.2117074267
704	0.2116711657
705	0.2114508323
706	0.2112885218
707	0.2112668656
708	0.2109367411
709	0.2107706472
710	0.2107030329
711	0.2106224162
712	0.2104514783
713	0.2103118506
714	0.2101687949
715	0.2099344376
716	0.2097452052
717	0.2095732552
718	0.2093854828
719	0.2091942441
720	0.2089824518
721	0.2088408738
722	0.2087572607
723	0.208594241
724	0.2084013214
725	0.2082376831
726	0.2080540134
727	0.2078166113
728	0.2076545369
729	0.2074621555
730	0.2073256208
731	0.2072750713
732	0.2071841625
733	0.2070424337
734	0.2070209291
735	0.2069006448
736	0.2067212498
737	0.2064979922
738	0.2063627885
739	0.2062103458
740	0.2059397009
741	0.2057733501
742	0.2056178817
743	0.2054055733
744	0.2051668568
745	0.2051163313
746	0.2049773379
747	0.2048969421
748	0.2047445144
749	0.2046785472
750	0.2046383047
751	0.2044835858
752	0.2044119818
753	0.2041560743
754	0.2039837662
755	0.2038980464
756	0.2038503004
757	0.203630827
758	0.2035227971
759	0.2032988597
760	0.2030706706
761	0.2030310768
762	0.2029509548
763	0.2027594839
764	0.2026945461
765	0.2026183608
766	0.2025903959
767	0.2024743372
768	0.2024343686
769	0.2023393719
770	0.2022366401
771	0.2021948405
772	0.2021638377
773	0.2020858501
774	0.2020042985
775	0.2019796383
776	0.2019545138
777	0.2018113633
778	0.20172762
779	0.2015077826
780	0.2013021964
781	0.2012167527
782	0.2009761094
783	0.2008414408
784	0.2007603899
785	0.200649258
786	0.200408931
787	0.2002805655
788	0.2001805469
789	0.2001388498
790	0.1999219189
791	0.1997566234
792	0.1996235032
793	0.1994816339
794	0.1992744964
795	0.1990665482
796	0.198963288
797	0.1988866012
798	0.1986611786
799	0.1985149307
800	0.1984897704
801	0.1982245115
802	0.1981372797
803	0.1980028986
804	0.1979563686
805	0.1977446316
806	0.1977062191
807	0.1975767511
808	0.1974416897
809	0.1972463138
810	0.1971231477
811	0.1968672814
812	0.1966900174
813	0.1966079293
814	0.1965400114
815	0.1964678992
816	0.1963947276
817	0.1963470873
818	0.1963123773
819	0.1962652537
820	0.1959903026
821	0.1958662572
822	0.1957499576
823	0.1957047925
824	0.1956268353
825	0.1955572988
826	0.1955180787
827	0.1954526164
828	0.1954360255
829	0.1952406337
830	0.1952187355
831	0.1951516934
832	0.1950731985
833	0.1948518159
834	0.1946728268
835	0.1946407358
836	0.1944957954
837	0.1944890905
838	0.1943850557
839	0.1942705016
840	0.1940640986
841	0.1940313663
842	0.1939602743
843	0.1938372464
844	0.1936635762
845	0.1935978169
846	0.1933948813
847	0.1932644708
848	0.1931551616
849	0.1930784503
850	0.1928791052
851	0.1927770803
852	0.1927261733
853	0.1925140537
854	0.1924256613
855	0.1923596356
856	0.1922128203
857	0.1921955294
858	0.192122732
859	0.1920859765
860	0.1919410931
861	0.1917961511
862	0.1915560938
863	0.1914442107
864	0.1914110696
865	0.19124214
866	0.1911923719
867	0.1911229126
868	0.1910652147
869	0.1909211979
870	0.1908474222
871	0.1907261024
872	0.1906983924
873	0.1906743249
874	0.1905459029
875	0.1904461993
876	0.1903872809
877	0.1901965446
878	0.1901259366
879	0.1900116038
880	0.1898474705
881	0.1897315369
882	0.1896838818
883	0.1895269944
884	0.1893488435
885	0.189229993
886	0.1891002066
887	0.1890223372
888	0.1888680759
889	0.1888367343
890	0.1887629007
891	0.1886967495
892	0.1884339041
893	0.1884159024
894	0.1883364908
895	0.1881565353
896	0.1879146087
897	0.1877899851
898	0.1877245649
899	0.1876935486
900	0.1876221741
901	0.1875279349
902	0.1873982521
903	0.187359486
904	0.1872207603
905	0.187149012
906	0.1870724171
907	0.1869472385
908	0.1868949835
909	0.1868096158
910	0.1867550399
911	0.1867341801
912	0.1866008892
913	0.1865630887
914	0.186557288
915	0.1865079504
916	0.186409301
917	0.1863444714
918	0.1862862497
919	0.1862049403
920	0.1861331606
921	0.1861287124
922	0.1860584287
923	0.1858810993
924	0.1857749879
925	0.1856145145
926	0.1854615515
927	0.185283476
928	0.1852798644
929	0.1851455193
930	0.1850440779
931	0.1848392872
932	0.1846547486
933	0.1846219362
934	0.1844521578
935	0.1842957548
936	0.1841521898
937	0.1840175253
938	0.1838783013
939	0.1837581611
940	0.1835889443
941	0.1834558689
942	0.1833471066
943	0.1832637911
944	0.1829630866
945	0.1829146322
946	0.1827873521
947	0.1826356517
948	0.1825091377
949	0.1824329104
950	0.1823456774
951	0.1822085118
952	0.1821721025
953	0.1819469504
954	0.1819316707
955	0.1818833845
956	0.1817259432
957	0.1816314344
958	0.1814513223
959	0.1813969846
960	0.1812951148
961	0.1812334462
962	0.18111545
963	0.1809363949
964	0.1807833131
965	0.1806016505
966	0.1805392296
967	0.1804238429
968	0.1802610991
969	0.1801793996
970	0.1801049412
971	0.179999062
972	0.1799055517
973	0.1798365545
974	0.1797268607
975	0.1796565626
976	0.1795880566
977	0.1794746996
978	0.1794290986
979	0.1793665793
980	0.1793242705
981	0.1791987168
982	0.1790870043
983	0.1790097154
984	0.1789950753
985	0.1789246597
986	0.1788638183
987	0.17871116
988	0.1786160735
989	0.1784868525
990	0.1783844821
991	0.1783376921
992	0.1782145128
993	0.178178824
994	0.1780721361
995	0.1780151453
996	0.1779713597
997	0.1777579508
998	0.177617609
999	0.1775230149
